category,label
Social and human sciences/Social sciences,Ethnocentrism
Social and human sciences/Social sciences,Future
Social and human sciences/Social sciences,Future oriented studies
Social and human sciences/Social sciences,Futurology
Social and human sciences/Social sciences,Participatory approach
Social and human sciences/Social sciences,Opinion surveys
Social and human sciences/Psychology,Intellectual ability
Social and human sciences/Psychology,Performance motivation
Social and human sciences/Psychology,Concept formation
Social and human sciences/Psychology,Concepts
Social and human sciences/Psychology,Feelings
Social and human sciences/Psychology,Love
Social and human sciences/Psychology,Individuals
Social and human sciences/Psychology,Personal identity
Social and human sciences/Psychology,Individuality
Social and human sciences/Psychology,Left handedness
Social and human sciences/Psychology,Memory
Social and human sciences/Psychology,Intellectual development
Social and human sciences/Psychology,Thought process development
Social and human sciences/Psychology,Mental strain
Social and human sciences/Psychology,Mentality
Social and human sciences/Psychology,Psychological factors
Social and human sciences/Psychology,Abstract reasoning
Social and human sciences/Psychology,Deduction (reasoning)
Social and human sciences/Psychology,Induction (reasoning)
Social and human sciences/Psychology,Self control
Social and human sciences/Psychology,Sex customs
Social and human sciences/Psychology,Sexuality
Social and human sciences/Psychology,Dreams
Social and human sciences/Psychology,Thought process
Social and human sciences/Social systems,Awards and honours
Social and human sciences/Social systems,Competitions
Social and human sciences/Social systems,Contests
Social and human sciences/Social systems,Prizes
Social and human sciences/Social systems,Sex roles
Social and human sciences/Social systems,Sex stereotypes
Social and human sciences/Social systems,Collective behaviour
Social and human sciences/Social systems,Collective psychology
Social and human sciences/Social systems,Group psychology
Social and human sciences/Social systems,Information age
Social and human sciences/Social systems,Information revolution
Social and human sciences/Social systems,Knowledge society
Social and human sciences/Social systems,Learning society
Social and human sciences/Social systems,Intellectuals
Social and human sciences/Social systems,Lobbies
Social and human sciences/Social systems,Pressure groups
Social and human sciences/Social systems,Human relations
Social and human sciences/Social systems,Bourgeoisie
Social and human sciences/Social systems,Ethnic stereotypes
Social and human sciences/Social systems,Power elite
Social and human sciences/Social systems,Slave trade
Social and human sciences/Social systems,Social adjustment
Social and human sciences/Social systems,Social networks
Social and human sciences/Social systems,Social relations
Social and human sciences/Social systems,Social ties
Social and human sciences/Social systems,Social groups
Social and human sciences/Social systems,Social pressure
Social and human sciences/Social systems,Marginality
Social and human sciences/Social systems,Marginalization
Social and human sciences/Social systems,Pauperization
Social and human sciences/Social systems,Proletarianization
Social and human sciences/Social systems,Social equality
Social and human sciences/Social systems,Social assimilation
Social and human sciences/Social systems,Social cohesion
Social and human sciences/Social systems,Social promotion
Social and human sciences/Social systems,Participation
Social and human sciences/Social systems,Social life
Social and human sciences/Social systems,Socio-economic status
Social and human sciences/Social systems,Lower class
Social and human sciences/Social systems,Proletariat
Social and human sciences/Social problems,Deserted children
Social and human sciences/Social problems,Visually impaired
Social and human sciences/Social problems,Battered children
Social and human sciences/Social problems,Cruelty to children
Social and human sciences/Social problems,Paedophilia
Social and human sciences/Social problems,Bribery
Social and human sciences/Social problems,Hearing impaired
Social and human sciences/Social problems,Handicapped children
Social and human sciences/Social problems,Handicapped
Social and human sciences/Social problems,War handicapped
Social and human sciences/Social problems,Marginalized children
Social and human sciences/Social problems,Socially disadvantaged children
Social and human sciences/Social problems,Underprivileged children
Social and human sciences/Social problems,Socially disadvantaged youth
Social and human sciences/Social problems,Underprivileged youth
Social and human sciences/Social problems,Drug addiction
Social and human sciences/Social problems,Drug dependency
Social and human sciences/Social problems,Sex discrimination
Social and human sciences/Social problems,Bisexuals
Social and human sciences/Social problems,Gays
Social and human sciences/Social problems,Homosexuals
Social and human sciences/Social problems,Lesbians
Social and human sciences/Social problems,Sexual minorities
Social and human sciences/Social problems,Transsexuals
Social and human sciences/Social problems,Assassination
Social and human sciences/Social problems,Murder
Social and human sciences/Social problems,Anti-gay bias
Social and human sciences/Social problems,Discrimination against sexual minorities
Social and human sciences/Social problems,Sexual orientation discrimination
Social and human sciences/Social problems,Trafficking in persons
Social and human sciences/Social problems,Famine
Social and human sciences/Social problems,Famine aid
Social and human sciences/Social problems,Starvation
Social and human sciences/Social problems,Mentally handicapped
Social and human sciences/Social problems,Multiply handicapped
Social and human sciences/Social problems,Physically handicapped
Social and human sciences/Social problems,Low income persons
Social and human sciences/Social problems,Sexual exploitation
Social and human sciences/Social problems,Rape
Social and human sciences/Social problems,Sexual violence
Social and human sciences/Social problems,Social isolation
Social and human sciences/Social problems,Class conflicts
Social and human sciences/Social problems,Role conflicts
Social and human sciences/Social problems,Social tensions
Social and human sciences/Social problems,Social unrest
Social and human sciences/Social problems,Homeless children
Social and human sciences/Social problems,Air piracy
Social and human sciences/Social problems,Hijacking
Social and human sciences/Social problems,Kidnapping
Social and human sciences/Social problems,Aggression
Social and human sciences/Social policy and welfare,Child protection
Social and human sciences/Social policy and welfare,Child welfare services
Social and human sciences/Social policy and welfare,Guidance
Social and human sciences/Social policy and welfare,Legal assistance
Social and human sciences/Social policy and welfare,Maternal and child welfare
Social and human sciences/Social policy and welfare,Clinics
Social and human sciences/Social policy and welfare,Health centres
Social and human sciences/Social policy and welfare,Orphanages
Social and human sciences/Social policy and welfare,Social action
Social and human sciences/Social policy and welfare,Child allowances
Social and human sciences/Social policy and welfare,Disability benefits
Social and human sciences/Social policy and welfare,Family allowances
Social and human sciences/Social policy and welfare,Health insurance
Social and human sciences/Social policy and welfare,Social insurance
Social and human sciences/Social policy and welfare,Unemployment benefits
Social and human sciences/Social policy and welfare,Voluntary social work
Social and human sciences/Ethnic questions,Caribs
Social and human sciences/Ethnic questions,North American Indians
Social and human sciences/Ethnic questions,South American Indians
