category,label
Education/Technical and vocational study subjects,Information science education
Culture/History,Ancient history
"Politics, law and economics/International relations",Multilateral relations
"Politics, law and economics/Organization and management",Industrial enterprises
"Politics, law and economics/International relations",Armed forces
Social and human sciences/Family,Fathers
"Science/Pollution, disasters and safety",Accident prevention
"Politics, law and economics/International relations",Arms race
"Politics, law and economics/Economics",Labour intensity
Education/Educational systems and levels,Parent education
Education/Educational sciences and environment,School punishment
Countries and country groupings/Americas and the Caribbean,Brazil
"Politics, law and economics/Politics and government",Communism
Culture/Culture,National cultures
"Politics, law and economics/Equipment and facilities",Roads
Countries and country groupings/Economic groupings,Developed countries
Science/Geography and oceanography,Coastal waters
Countries and country groupings/Africa,Egypt
Culture/History,Mythology
Countries and country groupings/Asia and the Pacific,China
Social and human sciences/Social systems,Slavery
Culture/Linguistics,Communication terminology
"Politics, law and economics/Human rights",Right to privacy
Countries and country groupings/Asia and the Pacific,New Zealand
Countries and country groupings/Europe,Russia
"Politics, law and economics/Personnel management",Work attitudes
Culture/Leisure,Tourism
Social and human sciences/Social systems,Social change
"Politics, law and economics/Agriculture",Grazing land
Countries and country groupings/Africa,Gambia
Countries and country groupings/Asia and the Pacific,American Samoa
Culture/Cultural policy and planning,Cultural equipment
Culture/Cultural policy and planning,Food customs
Culture/Languages,Celtic languages
Culture/Art,Asian art
Culture/Visual arts,Architecture
Science/Natural resources,Forest resources
Countries and country groupings/Americas and the Caribbean,El Salvador
Culture/Linguistics,Dialects
"Politics, law and economics/Industry",Agroindustry
"Politics, law and economics/Labour",Labour relations
Science/Physical sciences,Flow
"Politics, law and economics/Materials and products",Precious metals
Science/Scientific approach,Summative evaluation
Education/Educational population,Educational planners
"Politics, law and economics/International relations",Defence
Science/Environmental sciences and engineering,Environmental impact assessment
Science/Biology,Molecular biology
Culture/Performing arts,Popular music
Culture/Museums,Museum reorganization
Education/Educational evaluation,Teaching skills
Science/Scientific approach,Causal analysis
Countries and country groupings/Asia and the Pacific,Sri Lanka
"Politics, law and economics/Organization and management",Quality circles
Social and human sciences/Psychology,Thinking
Social and human sciences/Population,Girls
Science/Hydrology,River basins
Countries and country groupings/Asia and the Pacific,"Macao, China"
Culture/Religion,Religious experience
Science/Hydrology,Water quality
Culture/Art,Architect restorers
Information and communication/Information sciences,Bibliology
Science/Geography and oceanography,Geographical data
"Politics, law and economics/Civil, military and mining engineering",Nuclear warfare
Countries and country groupings/Europe,Germany
"Politics, law and economics/Civil, military and mining engineering",Mining
